;query;node_id;position_node;node_content;node_score;chunk_size
25;What is the role of the Driver component?;18e8ae1e-f1c2-41b1-8751-b04f5ac89cfd;1;"The driver runs on the master node of a 
machine or cluster. When a Spark application starts running, the driver keeps up with all the required 
information that is needed to run the application successfully.
As shown in Figure 3.1, the driver node contains SparkSession, which is the entry point of the 
Spark application. Previously, this was known as the SparkContext object, but in Spark 2.0, 
SparkSession handles all contexts to start execution. The application’s main method runs on the 
driver to coordinate the whole application. It runs on its own Java Virtual Machine (JVM). Spark 
driver can run as an independent process or it can run on one of the worker nodes, depending on 
the architecture.

Spark Architecture and Transformations

The Spark driver is responsible for dividing the application into smaller entities for execution. These 
entities are known as tasks. You will learn more about tasks in the upcoming sections of this chapter. 
The Spark driver also decides what data the executor will work on and what tasks are run on which 
executor. These tasks are scheduled to run on the executor nodes with the help of the cluster manager. 
This information that is driven by the driver enables fault tolerance. Since the driver has all the 
information about the number of available workers and the tasks that are running on each of them 
alongside data in case a worker fails, that task can be reassigned to a different cluster. Even if a task is 
taking too long to run, it can be assigned to another executor if that gets free. In that case, whichever 
executor returns the task earlier would prevail. The Spark driver also maintains metadata about the 
Resilient Distributed Dataset (RDD) and its partitions.
It is the responsibility of the Spark driver to design the complete execution map. It determines which 
tasks run on which executors, as well as how the data is distributed across these executors. This is 
done by creating RDDs internally. Based on this distribution of data, the operations that are required 
are determined, such as transformations and actions that are defined in the program. A DAG is 
created based on these decisions. The Spark driver optimizes the logical plan (DAG) and finds the 
best possible execution strategy for the DAG, in addition to determining the most optimal location for 
the execution of a particular task.";0.5391824673120991;500
26;What is the role of the Driver component?;ef0fe95b-4d95-4d14-8d62-4c689e304db4;2;"These executions are done in parallel. The executors simply follow 
these commands without doing any optimization on their end.
For performance considerations, it is optimal to have the Spark driver work close to the executor. This 
reduces the latency by a great deal. This means that there would be less delay in the response time of 
the processes. Another point to note here is that this is true for the data as well. The executor reading 
the data close to it would have better performance than otherwise. Ideally, the driver and worker nodes 
should be run in the same local area network (LAN) for the best performance.
The Spark driver also creates a web UI for the execution details. This UI is very helpful in determining 
the performance of the application. In cases where troubleshooting is required and some bottlenecks 
need to be identified in the Spark process, this UI is very helpful.
SparkSession
SparkSession is the main point of entry and interaction with Spark. As discussed earlier, in the 
previous versions of Spark, SparkContext used to play this role, but in Spark 2.0, SparkSession 
can be created for this purpose. The Spark driver creates a SparkSession object to interact with 
the cluster manager and get resource allocation through it.
In the lifetime of the application, SparkSession is also used to interact with all the underlying Spark 
APIs. We talked about different Spark APIs in Chapter 2 namely, SparkSQL, Spark Streaming, MLlib, 
and GraphX. All of these APIs use SparkSession from its core to interact with the Spark application.
SparkSession keeps track of Spark executors throughout the application’s execution.

Spark components

Cluster manager
Spark is a distributed framework, which requires it to have access to computing resources. This access is 
governed and controlled by a process known as the cluster manager. It is the responsibility of the cluster 
manager to allocate computing resources for the Spark application when the application execution 
starts. These resources become available at the request of the application master. In the Apache Spark 
ecosystem, the application master plays a crucial role in managing and coordinating the execution 
of Spark applications within a distributed cluster environment. It’s an essential component that’s 
responsible for negotiating resources, scheduling tasks, and monitoring the application’s execution.";0.43257156007737885;500
27;What is the role of the Driver component?;2f2778d8-9943-44a6-8cfa-22b36ec03277;3;"Execution hierarchy
Let’s look at the execution flow of a Spark application with the help of the architecture depicted in 
Figure 3.1:
Figure 3.1: Spark architecture

Spark components

These steps outline the flow from submitting a Spark job to freeing up resources when the job is completed:
1.	
Spark executions start with a user submitting a spark-submit request to the Spark engine. This 
will create a Spark application. Once an action is performed, it will result in a job being created.
2.	
This request will initiate communication with the cluster manager. In turn, the cluster manager 
initializes the Spark driver to execute the main() method of the Spark application. To execute 
this method, SparkSession is created.
3.	
The driver starts communicating with the cluster manager and asks for resources to start 
planning for execution.
4.	
The cluster manager then starts the executors, which can communicate with the driver directly.
5.	
The driver creates a logical plan, known as a directed acyclic graph (DAG), and physical plan 
for execution based on the total number of tasks required to be executed.
6.	
The driver also divides data to be run on each executor, along with tasks.
7.	
Once each task finishes running, the driver gets the results.
8.	
When the program finishes running, the main() method exits and Spark frees all executors 
and driver resources.
Now that you understand the execution hierarchy, let’s discuss each of Spark’s components in detail.
Spark components
Let’s dive into the inner workings of each Spark component to understand how each of them plays a 
crucial role in empowering efficient distributed data processing.
Spark driver
The Spark driver is the core of the intelligent and efficient computations in Spark. Spark follows an 
architecture that is commonly known as the master-worker architecture in network topology. Consider 
the Spark driver as a master and Spark executors as slaves. The driver has control and knowledge of 
all the executors at any given time. It is the responsibility of the driver to know how many executors 
are present and if any executor has failed so that it can fall back on its alternative. The Spark driver 
also maintains communication with executors all the time. The driver runs on the master node of a 
machine or cluster.";0.4325004105438267;500
28;What is the role of the Driver component?;99c63eb2-5677-4792-894d-cbcb145ba384;4;"•	 Apache YARN (Hadoop’s resource manager): Integrated with Spark, YARN enables Spark 
applications to share Hadoop’s cluster resources efficiently.
•	 Apache Mesos (resource sharing platform): Mesos offers efficient resource sharing across 
multiple applications, allowing Spark to run alongside other frameworks.
We will talk more about deployment modes later in this chapter.
Spark executors
Spark executors are the processes that run on the worker node and execute tasks sent by the driver. 
The data is stored in memory primarily but can also be written to disk storage closest to them. Driver 
launches the executors based on the DAG that Spark generates for its execution. Once the tasks have 
finished executing, executors send the results back to the driver.
Since the driver is the main controller of the Spark application, if an executor fails or takes too long to 
execute a task, the driver can choose to send that task over to other available executors. This ensures 
reliability and fault tolerance in Spark. We will read more about this later in this chapter.
It is the responsibility of the executor to read data from external sources that are needed to run the 
tasks. It can also write its partitioned data to the disk as needed. All processing for a task is done by 
the executor.
The key functions of an executor are as follows:
•	 Task execution: Executors run tasks assigned by the Spark application, processing data stored 
in RDDs or DataFrames
•	 Resource allocation: Each Spark application has a set of executors allocated by the cluster 
manager for managing resources such as CPU cores and memory
In Apache Spark, the concepts of job, stage, and task form the fundamental building blocks of its 
distributed computing framework. Understanding these components is essential to grasp the core 
workings of Spark’s parallel processing and task execution. See Figure 3.2 to understand the relationship 
between these concepts while we discuss them in detail:
Figure 3.2: Interaction between jobs, stages, and tasks

Partitioning in Spark

Let’s take a closer look:
•	 Job: The Spark application will initiate multiple jobs when the application starts running. These 
jobs can be executed in parallel, wherein each job can consist of multiple tasks. A job gets 
initiated when a Spark action is called (such as collect). We will learn more about actions 
later.";0.37612373862170456;500
29;What is the role of the Driver component?;10c91af0-bba9-4d4c-85f7-2fad4dd60217;5;"This whole life cycle of model deployment is typically the responsibility of machine learning engineers. 
Note that the process would slightly vary for different problems, but the overall idea remains the same.
Summary
In this chapter, we learned about the basics of Apache Spark and why Spark is becoming a lot more 
prevalent in the industry for big data applications. We also learned about the different components of 
Spark and how these components are helpful in terms of application development. Then, we discussed 
the different roles that are present in the industry today and who can make use of Spark’s capabilities. 
Finally, we discussed the modern-day uses of Spark in different industry use cases.

Understanding Apache Spark and Its Applications

Spark Architecture and 
Transformations
Spark approaches data processing differently than traditional tools and technologies. To understand 
Spark’s unique approach, we will have to understand its basic architecture. A deep dive into Spark’s 
architecture and its components will give you an idea of how Spark achieves its ground-breaking 
processing speeds for big data analytics.
In this chapter, you will learn about the following broader topics:
•	 Spark architecture and execution hierarchy
•	 Different Spark components
•	 The roles of the Spark driver and Spark executor
•	 Different deployment modes in Spark
•	 Transformations and actions as Spark operations
By the end of this chapter, you will have valuable insights into Spark’s inner workings and know how 
to apply this knowledge effectively for your certification test.
Spark architecture
In the previous chapters, we discussed that Apache Spark is an open source, distributed computing 
framework designed for big data processing and analytics. Its architecture is built to handle various 
workloads efficiently, offering speed, scalability, and fault tolerance. Understanding the architecture 
of Spark is crucial for comprehending its capabilities in processing large volumes of data.

Spark Architecture and Transformations

The components of Spark architecture work in collaboration to process data efficiently. The following 
major components are involved:
•	 Spark driver
•	 SparkContext
•	 Cluster manager
•	 Worker node
•	 Spark executor
•	 Task
Before we talk about any of these components, it’s important to understand their execution hierarchy 
to know how each component interacts when a Spark program starts.";0.3758283444333101;500
30;What does a 'broadcast join' mean?;76db68fe-e43a-4350-ab0e-10f597073769;1;"We’ll take 
a look at these next.

Advanced Operations and Optimizations in Spark

Shuffle and broadcast joins
Apache Spark offers two fundamental approaches for performing join operations: shuffle joins and 
broadcast joins. Each method has its advantages and use cases, and understanding when to use them 
is crucial for optimizing your Spark applications. Note that these joins are done by Spark automatically 
to join different datasets together. You can enforce some of the join types in your code but Spark takes 
care of the execution.
Shuffle joins
Shuffle joins are a common method for joining large datasets in distributed computing environments. 
These joins redistribute data across partitions, ensuring that matching keys end up on the same worker 
nodes. Spark performs shuffle joins efficiently thanks to its underlying execution engine.
Here are some of the key characteristics of shuffle joins:
•	 Data redistribution: Shuffle joins redistribute data to ensure that rows with matching keys are 
co-located on the same worker nodes. This process may require substantial network and disk I/O.
•	 Suitable for large datasets: Shuffle joins are well-suited for joining large DataFrames with 
comparable sizes.
•	 Replicating data: During a shuffle join, data may be temporarily replicated on worker nodes 
to facilitate efficient joins.
•	 Costly in terms of network and disk I/O: Shuffle joins can be resource-intensive due to data 
shuffling, making them slower compared to other join techniques for smaller datasets.
•	 Examples: Inner join, left join, right join, and full outer join are often implemented as shuffle joins.
Use case
Shuffle joins are typically used when joining two large DataFrames with no significant size difference.
Shuffle sort-merge joins
A shuffle sort-merge join is a type of shuffle join that leverages a combination of sorting and merging 
techniques to perform the join operation. It sorts both DataFrames based on the join key and then 
merges them efficiently.";0.5255242894987019;500
31;What does a 'broadcast join' mean?;0c0682a1-a1f2-4ac0-8f86-8eaa934e0933;2;"It sorts both DataFrames based on the join key and then 
merges them efficiently.
Here are some of the key features of shuffle sort-merge joins:
•	 Data sorting: Shuffle sort-merge joins sort the data on both sides to ensure efficient merging
•	 Suitable for large datasets: They are efficient for joining large DataFrames with skewed 
data distribution

Data-based optimizations in Apache Spark

•	 Complexity: This type of shuffle join is more complex than a simple shuffle join as it involves 
sorting operations
Use case
Shuffle sort-merge joins are effective for large-scale joins, especially when the data distribution is 
skewed, and a balanced distribution of data across partitions is essential.
Let’s look at broadcast joins next.
Broadcast joins
Broadcast joins are a highly efficient technique for joining a small DataFrame with a larger one. In this 
approach, the smaller DataFrame is broadcast to all worker nodes, eliminating the need for shuffling 
data across the network. A broadcast join is a specific optimization technique that can be applied 
when one of the DataFrames is small enough to fit in memory. In this case, the small DataFrame is 
broadcast to all worker nodes, avoiding costly shuffling.
Let’s look at some of the key characteristics of broadcast joins:
•	 Small DataFrame broadcast: The smaller DataFrame is broadcast to all worker nodes, ensuring 
that it is available locally
•	 Reduced network overhead: Broadcast joins significantly reduce network and disk I/O because 
they avoid data shuffling
•	 Ideal for dimension tables: Broadcast joins are commonly used when joining a fact table with 
smaller dimension tables, such as in data warehousing scenarios
•	 Efficient for small-to-large joins: They are efficient for joins where one DataFrame is significantly 
smaller than the other
Use case
Broadcast joins are useful when you’re joining a large DataFrame with a much smaller one, such as 
joining a fact table with dimension tables in a data warehouse.
Broadcast hash joins
A specific type of broadcast join is the broadcast hash join. In this variant, the smaller DataFrame is 
broadcast as a hash table to all worker nodes, which allows for efficient lookups in the larger DataFrame.
Use case
Broadcast hash joins are suitable for scenarios where one DataFrame is small enough to be broadcast, 
and you need to perform equality-based joins.";0.5152231778887182;500
32;What does a 'broadcast join' mean?;d361a3d3-cffb-41f8-933e-855a08210a5f;3;"servers"",""localhost:9092"") .option(""subscribe"", ""topic2"") .load()
 joinedStream =stream1.join(stream2, ""common_key"")
In this example, two Kafka streams, stream1 and stream2, are read from different topics. The 
join method is then applied to perform the join operation, based on the common_key field shared 
by both streams.
Stream-static joins
Stream-static joins, also known as stream-batch joins, involve joining a streaming data source to a 
static or reference dataset. The static dataset typically represents reference data, such as configuration 
data or dimension tables, that remains constant over time.
Stream-static joins are useful for enriching streaming data with additional information or attributes 
from the static dataset. For example, you might join a stream of user activity events with a static user 
profile table to enrich each event with user-related details.
To perform a stream-static join in Structured Streaming, you can load the static dataset as a static 
DataFrame and then use the join method to perform the join with the streaming DataFrame. Since 
the static dataset does not change, the join operation can be performed using the default “right outer 
join” mode.
Here’s an example of a stream-static join in Structured Streaming:
stream =spark.readStream.format(""kafka"")
.option(""kafka.bootstrap.servers"", ""localhost:9092"") 
.option(""subscribe"", ""topic"") .load()
  staticData = spark.read.format(""csv"") .option(""header"", ""true"") 
.load(""data/static_data.csv"")
 enrichedStream = stream.join(staticData,""common_key"")
In this example, the streaming data is read from a Kafka source, and the static dataset is loaded from 
a CSV file. The join method is then used to perform the stream-static join based on the “common_
key” field.
Both stream-stream and stream-static joins provide powerful capabilities for real-time data analysis 
and enrichment. When using these join operations, it is essential to carefully manage event time 
characteristics, windowing options, and data consistency to ensure accurate and reliable results. 
Additionally, performance considerations should be considered to handle large volumes of data and 
meet low-latency requirements in real-time streaming applications.

Structured Streaming in Spark

Final thoughts and future developments
Structured Streaming has emerged as a powerful framework for real-time data processing in Apache 
Spark.";0.45833264541797286;500
33;What does a 'broadcast join' mean?;098fa2c1-d4cb-4d0a-ac3e-e14be61dafc9;4;"Structured Streaming in Spark

The following code snippet demonstrates handling schema evolution in Structured Streaming:
stream = spark.readStream \
  .format(""csv"") \
  .option(""header"", ""true"") \
  .schema(initialSchema) \
  .load(""data/input"")
mergedStream = stream \
  .selectExpr(""col1"", ""col2"", ""new_col AS col3"")
In this example, the initial schema is provided explicitly using the schema method. As new data 
arrives with additional fields, such as new_col, it can be selected and merged into the stream using 
the selectExpr method.
Handling schema evolution is crucial to ensure compatibility and flexibility in streaming applications 
where the data schema may change or evolve over time.
Different joins in Structured Streaming
One of the key features of Structured Streaming is its ability to join different types of data streams 
together in one sink.
Stream-stream joins
Stream-stream joins, also known as stream-stream co-grouping or stream-stream correlation, 
involve joining two or more streaming data sources based on a common key or condition. In this 
type of join, each incoming event from the streams is matched with events from other streams that 
share the same key or satisfy the specified condition.
Stream-stream joins enable real-time data correlation and enrichment, making it possible to combine 
multiple streams of data to gain deeper insights and perform complex analytics. However, stream-
stream joins present unique challenges compared to batch or stream-static joins, due to the unbounded 
nature of streaming data and potential event-time skew.
One common approach to stream-stream joins is the use of windowing operations. By defining 
overlapping or tumbling windows on the streams, events within the same window can be joined based 
on their keys. Careful consideration of window size, watermarking, and event time characteristics is 
necessary to ensure accurate and meaningful joins.
Here’s an example of a stream-stream join using Structured Streaming:
stream1 = spark.readStream.format(""kafka"")
.option(""kafka.bootstrap.servers"", ""localhost:9092"") 
.option(""subscribe"", ""topic1"") .load()

Different joins in Structured Streaming

stream2 = spark.readStream.format(""kafka"").option(""kafka.bootstrap.";0.4052066371009468;500
34;What does a 'broadcast join' mean?;0e92124c-b18d-4578-a59e-376a3d11b304;5;"Advanced Operations and Optimizations in Spark

In this section, we discussed two fundamental join techniques in Spark – shuffle joins and broadcast 
joins – including specific variants, such as the broadcast hash join and the shuffle sort-merge join. 
Choosing the right join method depends on the size of your DataFrames, data distribution, and network 
considerations, and it’s essential to make informed decisions to optimize your Spark applications. In 
the next section, we will cover different types of transformations that exist in Spark.
Narrow and wide transformations in Apache Spark
As discussed in Chapter 3, transformations are the core operations for processing data. Transformations 
are categorized into two main types: narrow transformations and wide transformations. Understanding 
the distinction between these two types of transformations is essential for optimizing the performance 
of your Spark applications.
Narrow transformations
Narrow transformations are operations that do not require data shuffling or extensive data movement 
across partitions. They can be executed on a single partition without the need to communicate with other 
partitions. This inherent locality makes narrow transformations highly efficient and faster to execute.
The following are some of the key characteristics of narrow transformations:
•	 Single-partition processing: Narrow transformations operate on a single partition of the data 
independently, which minimizes communication overhead.
•	 Speed and efficiency: Due to their partition-wise nature, narrow transformations are fast 
and efficient.
map(), filter(), union(), and groupBy() are typical examples of narrow transformations.
Wide transformations
Wide transformations, in contrast, involve data shuffling, which necessitates the exchange of data 
between partitions. These transformations require communication between multiple partitions and 
can be resource-intensive. As a result, they tend to be slower and more costly in terms of computation.
Here are a few of the key characteristics of wide transformations:
•	 Data shuffling: Wide transformations involve the reorganization of data across partitions, 
requiring data exchange between different workers.
•	 Slower execution: Due to the need for shuffling, wide transformations are relatively slower 
and resource-intensive compared to narrow transformations.
groupByKey(), reduceByKey(), and join() are common examples of wide transformations.
Let’s discuss which transformation works best, depending on the operation.

Narrow and wide transformations in Apache Spark

Choosing between narrow and wide transformations
Selecting the appropriate type of transformation depends on the specific use case and the data at hand.";0.38745746430888817;500
35;How does persist() differ from cache() in PySpark?;03b85921-e8c6-4282-8c60-ef5235f577e3;1;"Caching and persistence are techniques that 
allow you to store intermediate or frequently used data in memory or on disk, reducing the need for 
recomputation and enhancing overall performance. This section explores the concepts of persisting 
and caching in Spark.
Understanding data persistence
Data persistence is the process of storing the intermediate or final results of Spark transformations 
in memory or on disk. By persisting data, you reduce the need to recompute it from the source data, 
thereby improving query performance.
The following key concepts are related to data persistence:
•	 Storage levels: Spark offers multiple storage levels for data, ranging from memory-only to 
disk, depending on your needs. Each storage level comes with its trade-offs in terms of speed 
and durability.
•	 Lazy evaluation: Spark follows a lazy evaluation model, meaning transformations are not 
executed until an action is called. Data persistence ensures that the intermediate results are 
available for reuse without recomputation.
•	 Caching versus persistence: Caching is a specific form of data persistence that stores data in 
memory, while persistence encompasses both in-memory and on-disk storage.
Caching data
Caching is a form of data persistence that stores DataFrames, RDDs, or datasets in memory for fast 
access. It is an essential optimization technique that improves the performance of Spark applications, 
particularly when dealing with iterative algorithms or repeated computations.
To cache a DataFrame or an RDD, you can use the .cache() or .persist() method while 
specifying the storage level:
•	 Memory-only: This option stores data in memory but does not replicate it for fault tolerance. 
Use .cache() or .persist(StorageLevel.MEMORY_ONLY).
•	 Memory-only, serialized: This option stores data in memory in a serialized form, reducing 
memory usage. Use .persist(StorageLevel.MEMORY_ONLY_SER).
•	 Memory and disk: This option stores data in memory and spills excess data to disk when 
memory is full. Use .persist(StorageLevel.MEMORY_AND_DISK).

Persisting and caching in Apache Spark

•	 Disk-only: This option stores data only on disk, avoiding memory usage. 
Use .persist(StorageLevel.DISK_ONLY).";0.6845900562874315;500
36;How does persist() differ from cache() in PySpark?;85f4056d-8a46-4696-8b48-2f49216eb97a;2;"Use .persist(StorageLevel.DISK_ONLY).
Caching is particularly beneficial in the following scenarios:
•	 Iterative algorithms: Caching is vital for iterative algorithms such as machine learning, graph 
processing, and optimization problems, where the same data is used repeatedly
•	 Multiple actions: When a DataFrame is used for multiple actions, caching it after the first 
action can improve performance
•	 Avoiding recomputation: Caching helps avoid recomputing the same data when multiple 
transformations depend on it
•	 Interactive queries: In interactive data exploration or querying, caching frequently used 
intermediate results can speed up ad hoc analysis
Unpersisting data
Caching consumes memory, and in a cluster environment, it’s essential to manage memory efficiently. 
You can release cached data from memory using the .unpersist() method. This method allows 
you to specify whether to release the data immediately or only when it is no longer needed.
Here’s an example of unpersisting data:
# Cache a DataFrame
df.cache()
# Unpersist the cached DataFrame
df.unpersist()
Best practices
To use caching and persistence effectively in your Spark applications, consider the following best practices:
•	 Cache only what’s necessary: Caching consumes memory, so cache only the data that is 
frequently used or costly to compute
•	 Monitor memory usage: Regularly monitor memory usage to avoid running out of memory 
or excessive disk spills
•	 Automate unpersistence: If you have limited memory resources, automate the unpersistence 
of less frequently used data to free up memory for more critical operations
•	 Consider serialization: Depending on your use case, consider using serialized storage levels 
to reduce memory overhead

Advanced Operations and Optimizations in Spark

In this section, we explored the concepts of persistence and caching in Apache Spark. Caching and 
persistence are powerful techniques for optimizing performance in Spark applications, particularly when 
dealing with iterative algorithms or scenarios where the same data is used repeatedly. Understanding when 
and how to use these techniques can significantly improve the efficiency of your data processing workflows.
In the next section, we’ll learn how repartition and coalesce work in Spark.
Repartitioning and coalescing in Apache Spark
Efficient data partitioning plays a crucial role in optimizing data processing workflows in Apache 
Spark.";0.6681899164597269;500
37;How does persist() differ from cache() in PySpark?;807baf56-d324-4fb8-a7b5-3635df03c813;3;"You will read 
more about them in the next section.
Understanding Spark differentiators
Spark’s foundation lies in its major capabilities such as in-memory computation, lazy evaluation, fault 
tolerance, and support for multiple languages such as Python, SQL, Scala, and R. We will discuss each 
one of them in detail in the following section.
Let’s start with in-memory computation.
In-memory computation
The first major differentiator technology that Spark’s foundation is built on is that it utilizes in-memory 
computations. Remember when we discussed Hadoop MapReduce technology? One of its major 
limitations is to write back to disk at each step. Spark saw this as an opportunity for improvement and 
introduced the concept of in-memory computation. The main idea is that the data remains in memory 
as long as it is worked on. If we can work with the size of data that can be stored in the memory at once, 
we can eliminate the need to write to disk at each step. As a result, the complete computation cycle 
can be done in memory if we can work with all computations on that amount of data. Now, the thing 
to note here is that with the advent of big data, it’s hard to contain all the data in memory. Even if we 
look at heavyweight servers and clusters in the cloud computing world, memory remains finite. This 
is where Spark’s internal framework of parallel processing comes into play. Spark framework utilizes 
the underlying hardware resources in the most efficient manner. It distributes the computations across 
multiple cores and utilizes the hardware capabilities to the maximum.
This tremendously reduces the computation time, since the overhead of writing to disk and reading it 
back for the subsequent step is minimized as long as the data can be fit in the memory of Spark compute.

What is Apache Spark?

Lazy evaluation
Generally, when we work with programming frameworks, the backend compilers look at each 
statement and execute it. While this works great for programming paradigms, with big data and 
parallel processing, we need to shift to a look-ahead kind of model. Spark is well known for its parallel 
processing capabilities. To achieve even better performance, Spark doesn’t execute code as it reads it, 
but once the code is there and we submit a Spark statement to execute, the first step is that Spark builds 
a logical map of the queries.";0.4342404255476839;500
38;How does persist() differ from cache() in PySpark?;907be2d9-d751-4d6a-9a8f-814db03ea1fd;4;"Since RDD is the lowest level of abstraction in Spark, all other 
datasets built on top of RDDs share these properties. The high-level DataFrame API is built on top of 
the low-level RDD API as well, so DataFrames also share the same properties.
RDDs are also partitioned by Spark and each partition is distributed to multiple nodes in the cluster.
Here are some of the key characteristics of Spark RDDs:
•	 Immutable nature: RDDs are immutable, ensuring that once created, they cannot be altered, 
allowing for a lineage of transformations.
•	 Resilience through lineage: RDDs store lineage information, enabling reconstruction of lost 
partitions in case of failures. Spark is designed to be fault-tolerant. Therefore, if an executor 
on a worker node fails while calculating an RDD, that RDD can be recomputed by another 
executor using the lineage that Spark has created.
•	 Partitioned data: RDDs divide data into partitions, distributed across multiple nodes in a 
cluster for parallel processing.
•	 Parallel execution: Spark executes operations on RDDs in parallel across distributed partitions, 
enhancing performance.
Let’s discuss some more characteristics in detail.
Lazy computation
RDDs support lazy evaluation, deferring execution of transformations until an action is invoked. 
The way Spark achieves its efficiency in processing and fault tolerance is through lazy evaluation. 
Code execution in Spark is delayed. Unless an action is called an operation, Spark does not start code 
execution. This helps Spark achieve optimization as well. For all the transformations and actions, Spark 
keeps track of the steps in the code that need to be executed by creating a DAG for these operations. 
Because Spark creates the query plan before execution, it can make smart decisions about the hierarchy 
of execution as well. To achieve this, one of the features Spark uses is called predicate pushdown.
Predicate pushdown means that Spark can prioritize the operations to make them the most efficient. 
One example can be a filter operation. A filter operation would generally reduce the amount of data 
that the subsequent operations have to work with if the filter operation can be applied before other 
transformations. This is exactly how Spark operates. It will execute filters as early in the process as 
possible, thus making the next operations more performant.
This also implies that Spark jobs would fail only at execution time.";0.4203287032048512;500
39;How does persist() differ from cache() in PySpark?;31ec5bab-7c4e-4fa6-b398-823c94518fdd;5;"Executors have their own pods.

RDDs

Let’s look at some points of significance regarding the different deployment modes:
•	 Resource utilization: Different deployment modes optimize resource utilization by determining 
where the driver program runs and how resources are allocated between the client and the cluster.
•	 Accessibility and control: Client mode offers easy accessibility to driver logs and outputs, 
facilitating development and debugging, while cluster mode utilizes cluster resources more 
efficiently for production workloads.
•	 Integration with container orchestration: Kubernetes deployment mode enables seamless 
integration with containerized environments, leveraging Kubernetes’ orchestration capabilities 
for efficient resource management.
There are some considerations to keep in mind while choosing deployment modes:
•	 Development versus production: Client mode is suitable for development and debugging, 
while cluster mode is ideal for production workloads
•	 Resource management: Evaluate the allocation of resources between client and cluster nodes 
based on the application’s requirements
•	 Containerization needs: Consider Kubernetes deployment for containerized environments, 
leveraging Kubernetes features for efficient container management
In summary, deployment modes in Apache Spark provide flexibility in how Spark applications are launched 
and executed, catering to different development, production, and containerized deployment scenarios.
Next, we will look at RDDs, which serve as foundational data abstractions in Apache Spark, enabling 
distributed processing, fault tolerance, and flexibility in handling large-scale data operations. While 
RDDs continue to be a fundamental concept, Spark’s DataFrame and Dataset APIs offer advancements 
in structured data processing and performance optimization.
RDDs
Apache Spark’s RDD stands as a foundational abstraction that underpins the distributed computing 
capabilities within the Spark framework. RDDs serve as the core data structure in Spark, enabling 
fault-tolerant and parallel operations on large-scale distributed datasets and they are immutable. This 
means that they cannot be changed over time. For any operations, a new RDD has to be generated from 
the existing RDD. When a new RDD originates from the original RDD, the new RDD has a pointer to 
the RDD it is generated from. This is the way Spark documents the lineage for all the transformations 
taking place on an RDD. This lineage enables lazy evaluation in Spark, which generates DAGs for 
different operations.

Spark Architecture and Transformations

This immutability and lineage gives Spark the ability to reproduce any DataFrame in case of failure 
and it makes fault-tolerant by design.";0.41933522738944384;500
40;What does collect() function do in pyspark?;1483ce02-c68c-4a96-8e8f-b4ffb0d14d62;1;"take(n)
This function returns an array containing the first n elements from the DataFrame or RDD
•	 It is useful for quickly inspecting a small subset of the data
•	 It performs a lazy evaluation, meaning it only computes the required number of elements
collect()
This function retrieves all elements from the DataFrame or RDD and returns them as a list
•	 It should be used with caution as it brings all data to the driver node, which can lead to out-of-
memory errors for large datasets
•	 It is suitable for small datasets or when working with aggregated results that fit into memory

Converting a PySpark DataFrame to a Pandas DataFrame

show(n)
This function displays the first n rows of the DataFrame in a tabular format
•	 It is primarily used for visual inspection of data during exploratory data analysis (EDA) 
or debugging
•	 It provides a user-friendly display of data with column headers and formatting
head(n)
This function returns the first n rows of the DataFrame as a list of Row objects
•	 It is similar to take(n) but it returns Row objects instead of simple values
•	 It is often used when you need access to specific column values while working with structured data
tail(n)
This function returns the last n rows of the DataFrame
•	 It is useful for examining the end of the dataset, especially in cases where data is sorted in 
descending order
•	 It performs a more expensive operation compared to head(n) as it may involve scanning 
the entire dataset
In summary, take and collect are used to retrieve data elements, with take being more suitable 
for small subsets and collect for retrieving all data (with caution). show is used for visual inspection, 
head retrieves the first rows as Row objects, and tail retrieves the last rows of the dataset. Each 
method serves different purposes and should be chosen based on the specific requirements of the 
data analysis task.
When working with data in PySpark, sometimes, you will need to use some Python functions on the 
DataFrames. To achieve that, you will have to convert PySpark DataFrames to Pandas DataFrames. 
Now, let’s take a look at how we can convert a Pyspark DataFrame to a Pandas DataFrame.
Converting a PySpark DataFrame to a Pandas DataFrame
At various times in your workflow, you will want to switch from a Pyspark DataFrame to a Pandas 
DataFrame. There are options to convert a PySpark DataFrame to a Pandas DataFrame. This option 
is toPandas().
One thing to note here is that Python inherently is not distributed. Therefore, when a PySpark 
DataFrame is converted to Pandas, the driver would need to collect all the data in its memory. We 
need to make sure that the driver’s memory is able to collect the data in itself. If the data is not able 
to fit in the driver’s memory, it will cause an out-of-memory error.

Spark DataFrames and their Operations

Here’s an example to see how we can convert a PySpark DataFrame to a Pandas DataFrame:
data_df.toPandas()
As a result, you will see a DataFrame with our specified columns and their data types:
col_1
col_2
col_3
col_4
col_5


200.0
String_test_1
2023-01-01
2023-01-01 12:00:00


300.0
String_test_2
2023-02-01
2023-01-02 12:00:00


400.0
String_test_3
2023-03-01
2023-01-03 12:00:00
Table 4.1: DataFrame with the columns and data types specified by us
In the next section, we will learn about different data manipulation techniques. You will need to filter, 
slice, and dice the data based on different criteria for different purposes. Therefore, data manipulation 
is essential in working with data.
How to manipulate data on rows and columns
In this section, we will learn how to do different data manipulation operations on Spark DataFrames 
rows and columns.
We will start by looking at how we can select columns in a Spark DataFrame.";0.5089255157962549;900
